rank	phenotype	cui	assoc in neigh	assoc in intom	probability	Benjamini-Hochberg	genes	
9	Carcinogenesis	C0596263	16	3723	1.20955689908e-10	5.322294500295684e-06	HDAC1,HDAC6,LEF1,TTF1,TBL1XR1,PPARG,HDAC3,RXRA,HIST4H4,NCOA1,CREBBP,TBL1X,HDAC2,HDAC8,NCOA2,CTNNB1
10	Combined Hepatocellular Carcinoma and Cholangiocarcinoma	C0221287	8	497	1.4300727269e-10	5.913660555884092e-06	HDAC1,HDAC6,PPARG,HDAC3,TBL1X,HDAC2,HDAC8,CTNNB1
11	Animal Mammary Neoplasms	C0024667	13	2352	2.65035993152e-10	6.505026611472502e-06	HDAC1,HDAC6,NCOR1,LEF1,PPARG,HDAC3,RXRA,HIST4H4,NCOR2,NCOA1,CREBBP,NCOA2,CTNNB1
12	Bone necrosis	C0029445	4	45	3.3471658778e-10	7.096392667060911e-06	PPARG,CREBBP,NCOA2,CTNNB1
13	Hepatic cancer metastatic	C0345904	8	613	5.98927685225e-10	7.68775872264932e-06	HDAC1,HDAC6,PPARG,HDAC3,TBL1X,HDAC2,HDAC8,CTNNB1
14	Rett syndrome, congenital variant	C0035372	5	134	9.7925723086e-10	8.27912477823773e-06	HDAC6,HIST4H4,NCOR2,CREBBP,HDAC8
15	Acute promyelocytic leukemia	C0023487	7	431	1.07575526265e-09	8.870490833826138e-06	HDAC1,NCOR1,LEF1,TBL1XR1,PPARG,RXRA,NCOR2
16	Acute myeloid leukemia	C0023467	11	1733	1.55659185541e-09	9.461856889414549e-06	HDAC1,HDAC6,NCOR1,LEF1,PPARG,RXRA,HIST4H4,CREBBP,HDAC2,NCOA2,CTNNB1
17	Squamous cell carcinoma	C0007137	11	1855	3.25977644877e-09	1.0053222945002957e-05	HDAC1,HDAC6,TTF1,PPARG,HDAC3,RXRA,HIST4H4,NCOA1,CREBBP,HDAC2,CTNNB1
18	Hypothyroidism	C0020676	6	341	7.01321212215e-09	1.0644589000591368e-05	NCOR1,TTF1,NCOR2,NCOA1,NCOA2,CTNNB1
19	Hepatocellular carcinoma	C2239176	13	3108	7.50794937332e-09	1.1235955056179774e-05	HDAC1,HDAC6,LEF1,PPARG,HDAC3,RXRA,HIST4H4,NCOA1,TBL1X,HDAC2,HDAC8,NCOA2,CTNNB1
20	Prostatic Neoplasms	C0033578	10	1606	1.12882438952e-08	1.1827321111768185e-05	HDAC1,HDAC6,PPARG,RXRA,NCOR2,NCOA1,CREBBP,HDAC2,NCOA2,CTNNB1
22	Leukoencephalopathy, Progressive Multifocal	C0023524	4	101	1.67517371086e-08	1.3010053222945003e-05	HDAC1,NCOR1,PPARG,CREBBP
23	Prostate carcinoma	C0600139	12	2734	2.03844633395e-08	1.3601419278533412e-05	HDAC1,HDAC6,NCOR1,LEF1,TBL1XR1,PPARG,RXRA,NCOR2,NCOA1,CREBBP,NCOA2,CTNNB1
24	Colon cancer	C0007102	10	1727	2.39867278262e-08	1.4192785334121822e-05	HDAC1,HDAC6,LEF1,PPARG,HDAC3,RXRA,NCOR2,CREBBP,HDAC2,CTNNB1
25	Carcinoma, Papillary	C0007133	5	233	2.58276445786e-08	1.478415138971023e-05	HDAC1,HDAC6,TTF1,PPARG,HDAC2
26	Leukemogenesis	C0598766	7	660	2.83376941912e-08	1.537551744529864e-05	NCOR1,LEF1,NCOR2,CREBBP,HDAC2,NCOA2,CTNNB1
27	Hypergranular promyelocytic leukemia	C2745900	5	238	2.93340182145e-08	1.596688350088705e-05	HDAC1,NCOR1,PPARG,NCOR2,CREBBP
28	Cutaneous T-cell lymphoma	C0079773	5	255	4.40954187608e-08	1.655824955647546e-05	HDAC1,HDAC6,HDAC3,HIST4H4,HDAC2
29	Malignant tumor of prostate	C0376358	12	2940	4.90489528993e-08	1.714961561206387e-05	HDAC1,HDAC6,NCOR1,LEF1,TBL1XR1,PPARG,RXRA,NCOR2,NCOA1,CREBBP,NCOA2,CTNNB1
30	Carcinoma of colon	C0699790	10	1856	5.04517296829e-08	1.7740981667652277e-05	HDAC1,HDAC6,LEF1,PPARG,HDAC3,RXRA,NCOR2,CREBBP,HDAC2,CTNNB1
31	Melanoma	C0025202	11	2386	5.50990484349e-08	1.8332347723240684e-05	HDAC1,HDAC6,LEF1,PPARG,HDAC3,RXRA,HIST4H4,NCOA1,CREBBP,HDAC2,CTNNB1
32	Tumor Progression	C0178874	10	1969	9.26788845668e-08	1.8923713778829097e-05	HDAC1,LEF1,TTF1,PPARG,RXRA,NCOA1,CREBBP,HDAC2,NCOA2,CTNNB1
33	Breast-ovarian cancer, familial 1	C0006142	14	4543	9.79091356879e-08	1.9515079834417504e-05	HDAC1,HDAC6,NCOR1,LEF1,TBL1XR1,PPARG,RXRA,NCOR2,NCOA1,CREBBP,TBL1X,HDAC2,NCOA2,CTNNB1
