rank	phenotype	cui	assoc in neigh	assoc in intom	probability	Benjamini-Hochberg	genes	
141	Hyperkeratosis	C0870082	14	258	4.46285230993e-11	4.088141490287039e-05	KRT10,KRT16,KRT1,KRT13,KRT9,APOC1,SCN5A,LDB3,DMD,KRT5,KRT6A,KRT6B,KRT14,TTN
142	Autosomal dominant non-syndromic sensorineural deafness type DFNA	C0443147	31	1262	7.15554282493e-11	4.117135401565671e-05	KRT10,KRT16,KRT1,KCNMA1,APOA1,FN1,KRT13,SETX,KRT9,SERPING1,SCN5A,SPAST,PLAG1,DICER1,RYR2,ITGA2,APOE,LDB3,NLRC4,KRT5,KRT6B,TTR,CAMTA1,CFH,GFAP,GSN,CST3,KRT14,GJC2,AP4E1,TTN
143	Plantar hyperkeratosis	C1856954	7	32	7.6874395738e-11	4.146129312844303e-05	KRT10,KRT16,KRT1,KRT9,KRT5,KRT6A,KRT14
144	Palmoplantar keratoderma, nonepidermolytic, focal	C0022596	12	156	8.15331135939e-11	4.175123224122934e-05	KRT10,KRT16,KRT1,KRT9,SCN5A,LDB3,DMD,KRT5,KRT6A,KRT6B,KRT14,TTN
145	Epidermolysis bullosa simplex, Cockayne-Touraine type	C0079298	7	28	8.71559491245e-11	4.204117135401566e-05	KRT10,KRT1,FN1,KRT9,KRT5,GFAP,KRT14
146	Palmar hyperkeratosis	C0240641	7	28	8.71559491245e-11	4.233111046680197e-05	KRT10,KRT16,KRT1,KRT9,KRT5,KRT6A,KRT14
147	Diabetes mellitus type 2	C0011860	37	1972	9.13428221949e-11	4.262104957958829e-05	GRAP2,APOC3,KRT16,APOA1,FN1,AHSG,TOMM40,APOC1,APOC2,THRAP3,SCN5A,CRB1,HP,TSC22D1,CFB,DCD,DICER1,ITGA2,CTSL,APOE,F7,DMD,HPX,APOA4,APOA2,NPHS1,ALB,TTR,CAMTA1,FABP6,CFH,GSN,CST3,DGKG,PEG3,ATM,ST13
151	Epidermal thickening	C0494876	14	309	1.95358507149e-10	4.378080603073355e-05	KRT10,KRT16,KRT1,KRT13,KRT9,SCN5A,CHKB,LDB3,DMD,KRT5,KRT6A,KRT6B,KRT14,TTN
153	Abnormality of cardiovascular system electrophysiology	C0243050	30	1568	3.13268189167e-10	4.436068425630617e-05	KRT10,KRT16,KRT1,APOA1,FN1,TIAM1,SETX,KRT9,APOC2,SERPING1,SCN5A,PALB2,OBSL1,CRB1,CHKB,RYR2,ITGA2,APOE,F7,LDB3,NLRC4,DMD,KRT5,ALB,TTR,GSN,CST3,ATM,KRT14,TTN
154	Abnormality of the skin	C0037268	28	1376	3.19884008171e-10	4.465062336909249e-05	KRT10,KRT16,KRT1,APOA1,KRT13,SETX,KRT9,APOC1,APOC2,SERPING1,SCN5A,PALB2,CRB1,CHKB,DICER1,ITGA2,APOE,LDB3,NLRC4,DMD,KRT5,KRT6A,KRT6B,GSN,ATM,KRT14,GJC2,TTN
155	Abnormality of metabolism/homeostasis	C4021768	30	1607	5.12977438305e-10	4.49405624818788e-05	APOC3,KRT1,APOA1,FN1,SLC25A13,SETX,KRT9,APOC2,TRAPPC11,SERPING1,SCN5A,PALB2,CRB1,CHKB,DICER1,APOE,LDB3,NLRC4,DMD,NPHS1,ALB,TTR,CAMTA1,CFH,GSN,CST3,ATM,KRT14,GJC2,TTN
156	Myofibrillar myopathy, BAG3-related	C2678065	6	34	6.00916094662e-10	4.523050159466512e-05	FN1,LDB3,DMD,CFH,GSN,TTN
157	Thickened skin	C0241165	14	339	6.57608856258e-10	4.552044070745143e-05	KRT10,KRT16,KRT1,KRT13,KRT9,SCN5A,CHKB,LDB3,DMD,KRT5,KRT6A,KRT6B,KRT14,TTN
158	Hyperlipidemia, combined, 1	C0020473	13	293	8.67248162173e-10	4.581037982023775e-05	APOC3,APOA1,SLC25A13,APOC1,APOC2,HP,CDCP1,APOE,F7,APOA4,APOA2,NPHS1,ALB
160	Abnormality of the plantar skin of foot	C4020946	7	57	9.18818798823e-10	4.639025804581038e-05	KRT10,KRT16,KRT1,KRT9,KRT5,KRT6A,KRT14
164	Abnormality of blood and blood-forming tissues	C0241657	26	1335	2.92795243606e-09	4.755001449695564e-05	KRT10,KRT16,KRT1,APOA1,FN1,SETX,KRT9,APOC2,SERPING1,SCN5A,PALB2,OBSL1,CRB1,RYR2,ITGA2,APOE,F7,LDB3,NLRC4,DMD,KRT5,TTR,CST3,ATM,KRT14,TTN
165	Hyperlipoproteinemia	C0020476	6	43	3.29153426737e-09	4.783995360974196e-05	APOC3,APOA1,APOC2,APOE,APOA2,ALB
167	Abnormality of the immune system	C4021753	24	1164	3.68350350222e-09	4.8419831835314583e-05	KRT10,KRT16,KRT1,APOA1,SLC25A13,SETX,KRT9,APOC2,SERPING1,SCN5A,PALB2,CFD,CFB,APOE,LDB3,NLRC4,DMD,KRT5,NPHS1,CFH,ATM,KRT14,GJC2,TTN
168	Hypertriglyceridemia result	C1522137	6	44	3.9449719047e-09	4.8709770948100895e-05	APOC3,APOA1,APOC2,APOE,APOA4,APOA2
169	Abnormality of skin morphology	C4023528	25	1261	3.99346411495e-09	4.8999710060887214e-05	KRT10,KRT16,KRT1,APOA1,KRT13,SETX,KRT9,APOC2,SERPING1,SCN5A,PALB2,CRB1,CHKB,ITGA2,APOE,LDB3,NLRC4,DMD,KRT5,KRT6A,KRT6B,GSN,ATM,KRT14,TTN
170	Kidney Diseases	C0022658	19	755	5.1638860965e-09	4.928964917367353e-05	APOC3,APOA1,FN1,AHSG,ADRA1B,HP,SLC22A6,RYR2,CTSL,APOE,F7,APOA4,NPHS1,ALB,TTR,CFH,GSN,CST3,ATM
172	Hyperhidrosis	C0020458	8	104	5.62849955532e-09	4.986952739924616e-05	KRT16,KRT1,KRT9,NLRC4,KRT5,KRT6A,KRT6B,KRT14
173	Abnormal blistering of the skin	C2132198	7	74	6.93179402766e-09	5.0159466512032474e-05	KRT10,KRT16,KRT1,KRT5,KRT6A,KRT6B,KRT14
174	Alzheimer Disease	C0002395	29	1699	7.48809858564e-09	5.044940562481879e-05	GRAP2,APOC3,KCNMA1,APOA1,FN1,PCED1B,AHSG,TOMM40,APOC1,APOC2,KLK3,SERPING1,SPAST,HP,CFB,ITGA2,CTSL,APOE,F7,GABBR1,ALB,TTR,CFH,GFAP,GSN,CST3,ATM,KRT14,SH3BP5
176	Ichthyosis, congenital, autosomal recessive 12	C0020757	9	152	1.12461951973e-08	5.102928385039142e-05	KRT10,KRT16,KRT1,KRT9,CHKB,DMD,KRT6A,KRT6B,KRT14
180	Abnormality of immune system physiology	C4023616	20	884	1.35651607724e-08	5.2189040301536676e-05	KRT10,KRT16,KRT1,APOA1,SLC25A13,SETX,KRT9,APOC2,SERPING1,PALB2,CFD,CFB,APOE,NLRC4,KRT5,NPHS1,CFH,ATM,KRT14,GJC2
