rank	phenotype	cui	assoc in neigh	assoc in intom	probability	Benjamini-Hochberg	genes	
6	Abnormality of acid-base homeostasis	C0001118	6	286	1.76547665376e-12	1.1299435028248587e-05	PC,PCCA,HLCS,MCCC2,PCCB,MCCC1
8	Acidosis	C0001122	6	289	1.45383705075e-11	1.5065913370998117e-05	PC,PCCA,HLCS,MCCC2,PCCB,MCCC1
10	Metabolic acidosis	C0220981	4	66	5.07806019456e-11	1.8832391713747646e-05	PCCA,HLCS,PCCB,MCCC1
11	Hyperammonemia	C0220994	5	39	5.60310686737e-11	2.0715630885122414e-05	PCCA,HLCS,MCCC2,PCCB,MCCC1
12	Abnormality of nitrogen compound homeostasis	C4025336	5	74	5.65931745911e-11	2.2598870056497175e-05	PCCA,HLCS,MCCC2,PCCB,MCCC1
13	Abnormality of blood glucose concentration	C4023597	5	166	7.19716508613e-11	2.448210922787194e-05	PC,PCCA,MCCC2,PCCB,MCCC1
14	Organic aciduria	C0241775	5	57	7.32210958532e-11	2.6365348399246707e-05	PCCA,HLCS,MCCC2,PCCB,MCCC1
15	Azotemia	C0242528	5	75	7.45832284821e-11	2.824858757062147e-05	PCCA,HLCS,MCCC2,PCCB,MCCC1
16	Abnormality of amino acid metabolism	C1328440	5	172	8.05864264208e-11	3.0131826741996233e-05	PC,PCCA,MCCC2,PCCB,MCCC1
17	3-Methylglutaconic aciduria	C0278026	5	188	1.05176312104e-10	3.2015065913371e-05	PCCA,HLCS,MCCC2,PCCB,MCCC1
22	Abnormality of carboxylic acid metabolism	C4025344	5	197	1.60110591452e-10	4.143126177024483e-05	PC,PCCA,MCCC2,PCCB,MCCC1
25	Coma	C0009421	4	93	3.48544526574e-10	4.7080979284369114e-05	PCCA,HLCS,PCCB,MCCC1
26	Lethargy	C0023380	4	105	5.29228993962e-10	4.896421845574388e-05	PCCA,HLCS,PCCB,MCCC1
27	Hypoglycemia, neonatal, simulating foetopathia diabetica	C0020615	5	265	5.80022141428e-10	5.084745762711865e-05	PC,PCCA,MCCC2,PCCB,MCCC1
30	Abnormality of serum amino acid levels	C4025653	3	32	7.1573880156e-10	5.649717514124294e-05	PC,PCCA,PCCB
31	Hypotonia, infantile, with psychomotor retardation	C0026827	7	1017	9.60799662053e-10	5.83804143126177e-05	PC,PCCA,HLCS,MCCC2,PCCB,MCCC1,ACACA
32	Tachypnea	C0231835	3	39	1.56082391456e-09	6.0263653483992466e-05	PCCA,HLCS,PCCB
33	Abnormality of the urinary system physiology	C4023437	6	654	2.14369599849e-09	6.214689265536724e-05	PC,PCCA,HLCS,MCCC2,PCCB,MCCC1
34	Abnormal muscle tone	C0852413	7	1220	3.80670472921e-09	6.4030131826742e-05	PC,PCCA,HLCS,MCCC2,PCCB,MCCC1,ACACA
35	Autosomal recessive inheritance	C0441748	8	2006	5.24523713352e-09	6.591337099811675e-05	PC,PCCA,HLCS,MCCC2,CYP1B1,PCCB,MCCC1,ACACA
36	Abnormality of vitamin metabolism	C4022036	3	55	6.31117746952e-09	6.779661016949152e-05	PCCA,MCCC2,PCCB
37	Abnormality of urine homeostasis	C4025655	5	409	6.94173873939e-09	6.96798493408663e-05	PCCA,HLCS,MCCC2,PCCB,MCCC1
39	Abnormality of the cerebral vasculature	C4022001	4	180	7.28789595339e-09	7.344632768361583e-05	PCCA,MCCC2,PCCB,MCCC1
41	Abnormal glucose homeostasis	C4023598	5	436	1.01806557629e-08	7.721280602636535e-05	PC,PCCA,MCCC2,PCCB,MCCC1
42	Vomiting	C0042963	4	194	1.06237860731e-08	7.909604519774013e-05	PCCA,HLCS,PCCB,MCCC1
43	Upper motor neuron dysfunction	C1839042	6	864	1.42972287343e-08	8.097928436911488e-05	PC,PCCA,HLCS,MCCC2,PCCB,MCCC1
45	Reduced consciousness/confusion	C0234428	4	213	1.69236178404e-08	8.47457627118644e-05	PCCA,HLCS,PCCB,MCCC1
46	Abnormality of muscle physiology	C4023182	7	1477	1.70183839243e-08	8.662900188323917e-05	PC,PCCA,HLCS,MCCC2,PCCB,MCCC1,ACACA
47	Abnormality of carbohydrate metabolism/homeostasis	C4023599	5	491	2.05869268299e-08	8.851224105461393e-05	PC,PCCA,MCCC2,PCCB,MCCC1
49	Hypertonia	C0026826	5	537	3.50011287731e-08	9.227871939736347e-05	PCCA,HLCS,MCCC2,PCCB,MCCC1
50	Inflammatory abnormality of the skin	C3875321	4	278	6.37980589469e-08	9.416195856873823e-05	PCCA,HLCS,MCCC2,PCCB
51	Abnormality of the musculature	C4021745	7	1765	6.87065119243e-08	9.6045197740113e-05	PC,PCCA,HLCS,MCCC2,PCCB,MCCC1,ACACA
52	Abnormality of skin physiology	C4023527	4	286	7.34449092654e-08	9.792843691148776e-05	PCCA,HLCS,MCCC2,PCCB
53	Feeding difficulties in infancy	C2674608	4	295	8.57081310368e-08	9.981167608286253e-05	PCCA,HLCS,PCCB,MCCC1
