rank	phenotype	cui	assoc in neigh	assoc in intom	probability	Benjamini-Hochberg	genes	
53	Inflammation	C0021368	22	647	4.91641172218e-11	1.948529411764706e-05	F2R,BDKRB2,TACR3,TAC1,AGT,F2,GAST,PTGFR,HRH1,F2RL1,SAA1,GHRL,BDKRB1,LTB4R,EDN1,OXT,NPFF,KNG1,APP,EDN2,CCK,TACR1
54	Pain	C0030193	26	628	5.23274756858e-11	1.9852941176470586e-05	BDKRB2,TACR3,TAC1,CCKBR,TRH,PROKR1,CHRM1,CASR,HRH1,F2RL1,SAA1,BDKRB1,ADRA1A,GHSR,NTSR1,EDN1,HCRT,OXT,EDN3,KNG1,GNAQ,EDNRB,GNA11,CYSLTR2,CCK,TACR1
55	Breast hypoplasia	C0266013	8	39	5.45327116797e-11	2.022058823529412e-05	TACR3,TAC3,KISS1,PROKR2,GNRH1,PROK2,KISS1R,GNRHR
56	Non-obstructive azoospermia	C4021107	8	39	5.45327116797e-11	2.058823529411765e-05	TACR3,TAC3,KISS1,PROKR2,GNRH1,PROK2,KISS1R,GNRHR
57	Erectile abnormalities	C4022003	8	39	5.45327116797e-11	2.0955882352941175e-05	TACR3,TAC3,KISS1,PROKR2,GNRH1,PROK2,KISS1R,GNRHR
58	Hypoparathyroidism - autosomal dominant	C0342345	7	36	5.6216920008e-11	2.1323529411764707e-05	LPAR2,CASR,NPS,ADRA1A,EDNRA,GNA11,CYSLTR2
60	Impotence	C0242350	14	126	6.08438854854e-11	2.2058823529411766e-05	TACR3,AGT,P2RY2,TAC3,KISS1,PROKR2,GNRH1,EDN1,PROK2,EDNRA,PTAFR,P2RY1,KISS1R,GNRHR
61	Abnormality of the pituitary gland	C0032002	25	645	6.38640251793e-11	2.2426470588235296e-05	TACR3,LPAR2,AGT,GAST,TRH,KISS1,PROKR2,GNRH1,AVPR1B,NTS,GHRL,ADRA1D,ADRA1A,GHSR,PMCH,TRHR,OXT,PROK2,EDNRA,GNA11,GCG,KISS1R,GNRHR,CYSLTR2,CCK
63	Alzheimer Disease	C0002395	31	1699	6.57435217377e-11	2.3161764705882354e-05	F2R,BDKRB2,HCRTR2,TAC1,AGT,F2,P2RY2,GRM5,CHRM1,PTGFR,UTS2B,PTGER1,NTS,CASR,MLN,SAA1,NPS,ADRA1D,NMU,ADRA1A,NTSR1,LTB4R,EDN1,GRPR,HCRT,KNG1,EDNRA,EDNRB,F2RL3,APP,P2RY1
64	Decreased serum testosterone level	C0857983	8	38	6.59639010081e-11	2.3529411764705884e-05	TACR3,TAC3,KISS1,PROKR2,GNRH1,PROK2,KISS1R,GNRHR
65	Male hypogonadism	C0151721	8	38	6.59639010081e-11	2.389705882352941e-05	TACR3,TAC3,KISS1,PROKR2,GNRH1,PROK2,KISS1R,GNRHR
66	Bradycardia	C0428977	12	53	6.62425669873e-11	2.4264705882352942e-05	TAC1,AGT,TRH,GNRH1,NTS,EDN1,EDN3,KNG1,GCG,UTS2,EDN2,TACR1
67	Panic disorder 1	C1868649	12	80	6.6712302349e-11	2.4632352941176472e-05	BDKRB2,AGT,CCKAR,CCKBR,AVPR1B,NPS,NPSR1,GRPR,HCRT,GRP,CCK,TACR1
68	Adenomas, multiple colorectal, 608456 (3)	C0001430	25	975	6.67451649505e-11	2.5e-05	HCRTR2,AGT,HCRTR1,CCKBR,GAST,TRH,LPAR1,KISS1,NTS,CASR,GHRL,ADRA1D,BDKRB1,GHSR,NTSR1,EDN1,HCRT,TRHR,EDNRA,EDNRB,F2RL2,UTS2,GNRHR,CCK,UTS2R
69	Anosmia	C0003126	8	45	6.80792089369e-11	2.536764705882353e-05	TACR3,TAC3,KISS1,PROKR2,GNRH1,PROK2,KISS1R,GNRHR
